,passage,question,text
171,سبح لله ما في السماوات وما في الأرض وهو العزيز الحكيم. يا أيها الذين آمنوا لم تقولون ما لا تفعلون. كبر مقتا عند الله أن تقولوا ما لا تفعلون. إن الله يحب الذين يقاتلون في سبيله صفا كأنهم بنيان مرصوص.,ما المخلوقات التي تسبح الله؟,سبح لله ما في السماوات وما في الأرض
172,يسبح لله ما في السماوات وما في الأرض الملك القدوس العزيز الحكيم. هو الذي بعث في الأميين رسولا منهم يتلو عليهم آياته ويزكيهم ويعلمهم الكتاب والحكمة وإن كانوا من قبل لفي ضلال مبين. وآخرين منهم لما يلحقوا بهم وهو العزيز الحكيم. ذلك فضل الله يؤتيه من يشاء والله ذو الفضل العظيم.,ما المخلوقات التي تسبح الله؟,يسبح لله ما في السماوات وما في الأرض
173,يسبح لله ما في السماوات وما في الأرض له الملك وله الحمد وهو على كل شيء قدير. هو الذي خلقكم فمنكم كافر ومنكم مؤمن والله بما تعملون بصير. خلق السماوات والأرض بالحق وصوركم فأحسن صوركم وإليه المصير. يعلم ما في السماوات والأرض ويعلم ما تسرون وما تعلنون والله عليم بذات الصدور.,ما المخلوقات التي تسبح الله؟,يسبح لله ما في السماوات وما في الأرض
174,وإذ نجيناكم من آل فرعون يسومونكم سوء العذاب يذبحون أبناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم. وإذ فرقنا بكم البحر فأنجيناكم وأغرقنا آل فرعون وأنتم تنظرون. وإذ واعدنا موسى أربعين ليلة ثم اتخذتم العجل من بعده وأنتم ظالمون. ثم عفونا عنكم من بعد ذلك لعلكم تشكرون.,هل يجوز سبي النساء واسترقاقهن كما تفعله بعض الجهات المنتسبة للإسلام بالباطل؟,يستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم
175,وجاوزنا ببني إسرائيل البحر فأتوا على قوم يعكفون على أصنام لهم قالوا يا موسى اجعل لنا إلها كما لهم آلهة قال إنكم قوم تجهلون. إن هؤلاء متبر ما هم فيه وباطل ما كانوا يعملون. قال أغير الله أبغيكم إلها وهو فضلكم على العالمين. وإذ أنجيناكم من آل فرعون يسومونكم سوء العذاب يقتلون أبناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم.,هل يجوز سبي النساء واسترقاقهن كما تفعله بعض الجهات المنتسبة للإسلام بالباطل؟,يستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم
176,ولقد أرسلنا موسى بآياتنا أن أخرج قومك من الظلمات إلى النور وذكرهم بأيام الله إن في ذلك لآيات لكل صبار شكور. وإذ قال موسى لقومه اذكروا نعمة الله عليكم إذ أنجاكم من آل فرعون يسومونكم سوء العذاب ويذبحون أبناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم. وإذ تأذن ربكم لئن شكرتم لأزيدنكم ولئن كفرتم إن عذابي لشديد. وقال موسى إن تكفروا أنتم ومن في الأرض جميعا فإن الله لغني حميد.,هل يجوز سبي النساء واسترقاقهن كما تفعله بعض الجهات المنتسبة للإسلام بالباطل؟,يستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم
177,وإذ استسقى موسى لقومه فقلنا اضرب بعصاك الحجر فانفجرت منه اثنتا عشرة عينا قد علم كل أناس مشربهم كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين. وإذ قلتم يا موسى لن نصبر على طعام واحد فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها قال أتستبدلون الذي هو أدنى بالذي هو خير اهبطوا مصرا فإن لكم ما سألتم وضربت عليهم الذلة والمسكنة وباءوا بغضب من الله ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ذلك بما عصوا وكانوا يعتدون. إن الذين آمنوا والذين هادوا والنصارى والصابئين من آمن بالله واليوم الآخر وعمل صالحا فلهم أجرهم عند ربهم ولا خوف عليهم ولا هم يحزنون.,من هم الرسل الذين عاشوا في مصر؟,موسى
178,وأوحينا إلى موسى وأخيه أن تبوآ لقومكما بمصر بيوتا واجعلوا بيوتكم قبلة وأقيموا الصلاة وبشر المؤمنين. وقال موسى ربنا إنك آتيت فرعون وملأه زينة وأموالا في الحياة الدنيا ربنا ليضلوا عن سبيلك ربنا اطمس على أموالهم واشدد على قلوبهم فلا يؤمنوا حتى يروا العذاب الأليم. قال قد أجيبت دعوتكما فاستقيما ولا تتبعان سبيل الذين لا يعلمون.,من هم الرسل الذين عاشوا في مصر؟,موسى وأخيه
179,وجاءت سيارة فأرسلوا واردهم فأدلى دلوه قال يا بشرى هذا غلام وأسروه بضاعة والله عليم بما يعملون. وشروه بثمن بخس دراهم معدودة وكانوا فيه من الزاهدين. وقال الذي اشتراه من مصر لامرأته أكرمي مثواه عسى أن ينفعنا أو نتخذه ولدا وكذلك مكنا ليوسف في الأرض ولنعلمه من تأويل الأحاديث والله غالب على أمره ولكن أكثر الناس لا يعلمون. ولما بلغ أشده آتيناه حكما وعلما وكذلك نجزي المحسنين.,من هم الرسل الذين عاشوا في مصر؟,يوسف
180,قالوا يا أبانا استغفر لنا ذنوبنا إنا كنا خاطئين. قال سوف أستغفر لكم ربي إنه هو الغفور الرحيم. فلما دخلوا على يوسف آوى إليه أبويه وقال ادخلوا مصر إن شاء الله آمنين. ورفع أبويه على العرش وخروا له سجدا وقال يا أبت هذا تأويل رؤياي من قبل قد جعلها ربي حقا وقد أحسن بي إذ أخرجني من السجن وجاء بكم من البدو من بعد أن نزغ الشيطان بيني وبين إخوتي إن ربي لطيف لما يشاء إنه هو العليم الحكيم. رب قد آتيتني من الملك وعلمتني من تأويل الأحاديث فاطر السماوات والأرض أنت وليي في الدنيا والآخرة توفني مسلما وألحقني بالصالحين.,من هم الرسل الذين عاشوا في مصر؟,يوسف
181,وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واذكروا ما فيه لعلكم تتقون. ثم توليتم من بعد ذلك فلولا فضل الله عليكم ورحمته لكنتم من الخاسرين. ولقد علمتم الذين اعتدوا منكم في السبت فقلنا لهم كونوا قردة خاسئين. فجعلناها نكالا لما بين يديها وما خلفها وموعظة للمتقين.,من هم القوم الذين حولهم الله إلى قردة؟,الذين اعتدوا منكم في السبت
